"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence","mode"
"1496","IL7_IL2RG","IL7","interleukin 7","IL2RG","interleukin 2 receptor, gamma","DLRP","HPMR","","HPRD","","","IL7","IL2RG","","known","literature supported","Interleukins"
"1497","IL7_IL7R","IL7","interleukin 7","IL7R","interleukin 7 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL7","IL7R","","known","literature supported","Interleukins"
"1498","IL8_CD79A","IL8","interleukin 8","CD79A","CD79a molecule, immunoglobulin-associated alpha","","","","","STRING.binding","","IL8","","","novel","putative","Interleukins"
"1499","IL8_CXCR1","IL8","interleukin 8","CXCR1","chemokine (C-X-C motif) receptor 1","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL8","IL8RA","","known","literature supported","Interleukins"
"1500","IL8_CXCR2","IL8","interleukin 8","CXCR2","chemokine (C-X-C motif) receptor 2","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL8","IL8RB","","known","literature supported","Interleukins"
"1501","IL8_DARC","IL8","interleukin 8","DARC","Duffy blood group, atypical chemokine receptor","DLRP","","","HPRD","STRING.binding","STRING.experiment","IL8","DARC","","known","literature supported","Interleukins"
"1502","IL8_KDR","IL8","interleukin 8","KDR","kinase insert domain receptor (a type III receptor tyrosine kinase)","","","","","STRING.binding","","IL8","KDR","","novel","putative","Interleukins"
"1503","IL8_SDC1","IL8","interleukin 8","SDC1","syndecan 1","","","","HPRD","STRING.binding","","IL8","SDC1","","novel","literature supported","Interleukins"
"1504","IL8_SDC2","IL8","interleukin 8","SDC2","syndecan 2","","","","","STRING.binding","","IL8","SDC2","14527339","novel","literature supported","Interleukins"
"1505","IL8_SDC3","IL8","interleukin 8","SDC3","syndecan 3","","","","","STRING.binding","","IL8","SDC3","","novel","putative","Interleukins"
"1506","IL9_IL2RG","IL9","interleukin 9","IL2RG","interleukin 2 receptor, gamma","DLRP","HPMR","","","","","IL9","IL2RG","","known","literature supported","Interleukins"
"1507","IL9_IL9R","IL9","interleukin 9","IL9R","interleukin 9 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL9","IL9R","","known","literature supported","Interleukins"
"1508","INHA_ACVR1","INHA","inhibin, alpha","ACVR1","activin A receptor, type I","DLRP","","","","","","INHA","ACVR1","","known","putative","UNCAT"
"1509","INHA_ACVR1B","INHA","inhibin, alpha","ACVR1B","activin A receptor, type IB","DLRP","","","","","","INHA","ACVR1B","","known","putative","UNCAT"
"1510","INHA_ACVR2A","INHA","inhibin, alpha","ACVR2A","activin A receptor, type IIA","DLRP","HPMR","","","STRING.binding","","INHA","ACVR2A","","known","literature supported","UNCAT"
"1511","INHA_ACVR2B","INHA","inhibin, alpha","ACVR2B","activin A receptor, type IIB","DLRP","","","","","","INHA","ACVR2B","","known","putative","UNCAT"
"1512","INHA_TGFBR3","INHA","inhibin, alpha","TGFBR3","transforming growth factor, beta receptor III","","HPMR","","HPRD","STRING.binding","","INHA","TGFBR3","","known","literature supported","UNCAT"
"1513","INHBA_ACVR1","INHBA","inhibin, beta A","ACVR1","activin A receptor, type I","DLRP","","","HPRD","","","INHBA","ACVR1","","known","literature supported","TGFB"
"1514","INHBA_ACVR1B","INHBA","inhibin, beta A","ACVR1B","activin A receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","INHBA","ACVR1B","","known","literature supported","TGFB"
"1515","INHBA_ACVR2A","INHBA","inhibin, beta A","ACVR2A","activin A receptor, type IIA","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","INHBA","ACVR2A","","known","literature supported","TGFB"
"1516","INHBA_ACVR2B","INHBA","inhibin, beta A","ACVR2B","activin A receptor, type IIB","DLRP","","","HPRD","STRING.binding","STRING.experiment","INHBA","ACVR2B","","known","literature supported","TGFB"
"1517","INHBA_BAMBI","INHBA","inhibin, beta A","BAMBI","BMP and activin membrane-bound inhibitor","","HPMR","","","","","INHBA","BAMBI","","known","literature supported","TGFB"
"1518","INHBA_ENG","INHBA","inhibin, beta A","ENG","endoglin","","","","HPRD","","","INHBA","ENG","","novel","literature supported","TGFB"
"1519","INHBA_TGFBR3","INHBA","inhibin, beta A","TGFBR3","transforming growth factor, beta receptor III","","","","HPRD","","","INHBA","TGFBR3","","novel","literature supported","TGFB"
"1520","INHBB_ACVR1","INHBB","inhibin, beta B","ACVR1","activin A receptor, type I","DLRP","","","HPRD","","","INHBB","ACVR1","","known","literature supported","TGFB"
"1521","INHBB_ACVR1B","INHBB","inhibin, beta B","ACVR1B","activin A receptor, type IB","DLRP","","","HPRD","STRING.binding","STRING.experiment","INHBB","ACVR1B","","known","literature supported","TGFB"
"1522","INHBB_ACVR1C","INHBB","inhibin, beta B","ACVR1C","activin A receptor, type IC","","","","HPRD","","","INHBB","ACVR1C","","novel","literature supported","TGFB"
"1523","INHBB_ACVR2A","INHBB","inhibin, beta B","ACVR2A","activin A receptor, type IIA","DLRP","HPMR","","HPRD","","STRING.experiment","INHBB","ACVR2A","","known","literature supported","TGFB"
"1524","INHBB_ACVR2B","INHBB","inhibin, beta B","ACVR2B","activin A receptor, type IIB","DLRP","","","HPRD","","","INHBB","ACVR2B","","known","literature supported","TGFB"
"1525","INHBC_ACVR1","INHBC","inhibin, beta C","ACVR1","activin A receptor, type I","DLRP","","","HPRD","","","INHBC","ACVR1","","known","literature supported","UNCAT"
"1526","INHBC_ACVR1B","INHBC","inhibin, beta C","ACVR1B","activin A receptor, type IB","DLRP","","","HPRD","","","INHBC","ACVR1B","","known","literature supported","UNCAT"
"1527","INHBC_ACVR2A","INHBC","inhibin, beta C","ACVR2A","activin A receptor, type IIA","DLRP","","","HPRD","","","INHBC","ACVR2A","","known","literature supported","UNCAT"
"1528","INHBC_ACVR2B","INHBC","inhibin, beta C","ACVR2B","activin A receptor, type IIB","DLRP","","","HPRD","","","INHBC","ACVR2B","","known","literature supported","UNCAT"
"1529","INHBE_ACVR1","INHBE","inhibin, beta E","ACVR1","activin A receptor, type I","","","","","STRING.binding","","","ACVR1","","novel","putative","UNCAT"
"1530","INHBE_ACVR1B","INHBE","inhibin, beta E","ACVR1B","activin A receptor, type IB","","","","","STRING.binding","","","ACVR1B","","novel","putative","UNCAT"
"1531","INHBE_ACVR2A","INHBE","inhibin, beta E","ACVR2A","activin A receptor, type IIA","","","","","STRING.binding","","","ACVR2A","","novel","putative","UNCAT"
"1532","INHBE_ENG","INHBE","inhibin, beta E","ENG","endoglin","","","","","STRING.binding","","","ENG","","novel","putative","UNCAT"
"1533","INSL3_RXFP2","INSL3","insulin-like 3 (Leydig cell)","RXFP2","relaxin/insulin-like family peptide receptor 2","","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","INSL3","RXFP2","","known","literature supported","UNCAT"
"1534","INSL5_RXFP3","INSL5","insulin-like 5","RXFP3","relaxin/insulin-like family peptide receptor 3","","","IUPHAR","","","","INSL5","RXFP3","","known","literature supported","UNCAT"
"1535","INSL5_RXFP4","INSL5","insulin-like 5","RXFP4","relaxin/insulin-like family peptide receptor 4","","HPMR","IUPHAR","","","","INSL5","RXFP4","","known","literature supported","UNCAT"
"1536","INS_IGF1R","INS","insulin","IGF1R","insulin-like growth factor 1 receptor","","","","HPRD","","","INS","IGF1R","","novel","literature supported","UNCAT"
"1537","INS_INSR","INS","insulin","INSR","insulin receptor","DLRP","HPMR","IUPHAR","HPRD","","","INS","INSR","","known","literature supported","UNCAT"
"1538","INS_LRP2","INS","insulin","LRP2","low density lipoprotein receptor-related protein 2","","","","HPRD","","","INS","LRP2","","novel","literature supported","UNCAT"
"1539","ITGB3BP_ITGB3","ITGB3BP","integrin beta 3 binding protein (beta3-endonexin)","ITGB3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)","","","","HPRD","","","ITGB3BP","ITGB3","","novel","literature supported","UNCAT"
"1540","ITGB3BP_ITGB5","ITGB3BP","integrin beta 3 binding protein (beta3-endonexin)","ITGB5","integrin, beta 5","","","","HPRD","","","ITGB3BP","ITGB5","","novel","literature supported","UNCAT"
"1541","ITIH2_FCER1A","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2","FCER1A","Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"1542","JAG1_NOTCH1","JAG1","jagged 1","NOTCH1","notch 1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","JAG1","NOTCH1","","known","literature supported","NOTCH"
"1543","JAG1_NOTCH2","JAG1","jagged 1","NOTCH2","notch 2","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","JAG1","NOTCH2","","known","literature supported","NOTCH"
"1544","JAG1_NOTCH3","JAG1","jagged 1","NOTCH3","notch 3","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","JAG1","NOTCH3","","known","literature supported","NOTCH"
"1545","JAG1_NOTCH4","JAG1","jagged 1","NOTCH4","notch 4","DLRP","","","","STRING.binding","","JAG1","NOTCH4","24563863","known","literature supported","NOTCH"
"1546","JAG2_NOTCH1","JAG2","jagged 2","NOTCH1","notch 1","DLRP","HPMR","","HPRD","STRING.binding","","JAG2","NOTCH1","","known","literature supported","NOTCH"
"1547","JAG2_NOTCH2","JAG2","jagged 2","NOTCH2","notch 2","DLRP","","","HPRD","STRING.binding","","JAG2","NOTCH2","","known","literature supported","NOTCH"
"1548","JAG2_NOTCH3","JAG2","jagged 2","NOTCH3","notch 3","DLRP","HPMR","","HPRD","STRING.binding","","JAG2","NOTCH3","","known","literature supported","NOTCH"
"1549","JAG2_NOTCH4","JAG2","jagged 2","NOTCH4","notch 4","DLRP","","","","","","JAG2","NOTCH4","","known","putative","NOTCH"
"1550","KAL1_FGFR1","KAL1","Kallmann syndrome 1 sequence","FGFR1","fibroblast growth factor receptor 1","","","","","STRING.binding","","KAL1","FGFR1","19696444","novel","literature supported","FGF"
"1551","KAL1_SDC2","KAL1","Kallmann syndrome 1 sequence","SDC2","syndecan 2","","","","HPRD","STRING.binding","","KAL1","SDC2","","novel","literature supported","UNCAT"
"1552","KISS1_KISS1R","KISS1","KiSS-1 metastasis-suppressor","KISS1R","KISS1 receptor","","HPMR","IUPHAR","HPRD","STRING.binding","","KISS1","KISS1R","","known","literature supported","UNCAT"
"1553","KISS1_MMP24","KISS1","KiSS-1 metastasis-suppressor","MMP24","matrix metallopeptidase 24 (membrane-inserted)","","","","HPRD","","","KISS1","","","novel","literature supported","UNCAT"
"1554","KITLG_EPOR","KITLG","KIT ligand","EPOR","erythropoietin receptor","","","","HPRD","STRING.binding","","KITLG","EPOR","","novel","literature supported","UNCAT"
"1555","KITLG_KIT","KITLG","KIT ligand","KIT","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog","","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","KITLG","KIT","","known","literature supported","KIT"
"1556","KLK3_EPOR","KLK3","kallikrein-related peptidase 3","EPOR","erythropoietin receptor","","","","HPRD","","","","EPOR","","novel","literature supported","UNCAT"
"1557","KNG1_BDKRB1","KNG1","kininogen 1","BDKRB1","bradykinin receptor B1","","HPMR","IUPHAR","","STRING.binding","","KNG1","BDKRB1","","known","literature supported","Vasoactive"
"1558","KNG1_BDKRB2","KNG1","kininogen 1","BDKRB2","bradykinin receptor B2","","HPMR","IUPHAR","","STRING.binding","","KNG1","BDKRB2","","known","literature supported","Vasoactive"
"1559","KNG1_CD93","KNG1","kininogen 1","CD93","CD93 molecule","","","","HPRD","","STRING.experiment","KNG1","CD93","","novel","literature supported","Vasoactive"
"1560","KNG1_GP1BA","KNG1","kininogen 1","GP1BA","glycoprotein Ib (platelet), alpha polypeptide","","","","HPRD","","","KNG1","","","novel","literature supported","Vasoactive"
"1561","KNG1_GPR135","KNG1","kininogen 1","GPR135","G protein-coupled receptor 135","","HPMR","","","","","KNG1","GPR135","","known","literature supported","Vasoactive"
"1562","KNG1_ITGAM","KNG1","kininogen 1","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","","STRING.binding","","KNG1","ITGAM","","novel","putative","Vasoactive"
"1563","KNG1_ITGB2","KNG1","kininogen 1","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","","","HPRD","STRING.binding","","KNG1","ITGB2","","novel","literature supported","Vasoactive"
"1564","KNG1_PLAUR","KNG1","kininogen 1","PLAUR","plasminogen activator, urokinase receptor","","","","HPRD","","","KNG1","PLAUR","","novel","literature supported","Vasoactive"
"1565","KNG1_RXFP4","KNG1","kininogen 1","RXFP4","relaxin/insulin-like family peptide receptor 4","","","","HPRD","","","KNG1","RXFP4","","novel","literature supported","Vasoactive"
"1566","KNG1_SDC2","KNG1","kininogen 1","SDC2","syndecan 2","","","","","STRING.binding","","KNG1","SDC2","","novel","putative","Vasoactive"
"1567","KRTAP4-12_AQP1","KRTAP4-12","keratin associated protein 4-12","AQP1","aquaporin 1 (Colton blood group)","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"1568","KRTAP4-12_CATSPER1","KRTAP4-12","keratin associated protein 4-12","CATSPER1","cation channel, sperm associated 1","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"1569","KRTAP4-12_CLDN2","KRTAP4-12","keratin associated protein 4-12","CLDN2","claudin 2","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"1570","KRTAP4-12_CNTFR","KRTAP4-12","keratin associated protein 4-12","CNTFR","ciliary neurotrophic factor receptor","","","","HPRD","","","","CNTFR","","novel","literature supported","UNCAT"
"1571","KRTAP4-12_DLK2","KRTAP4-12","","DLK2","","","","","HPRD","","","","","","novel","EXCLUDED","UNCAT"
"1572","KRTAP4-12_LINGO1","KRTAP4-12","keratin associated protein 4-12","LINGO1","leucine rich repeat and Ig domain containing 1","","","","HPRD","","","","LRRN6A","","novel","literature supported","UNCAT"
"1573","KRTAP4-12_PDGFRB","KRTAP4-12","keratin associated protein 4-12","PDGFRB","platelet-derived growth factor receptor, beta polypeptide","","","","HPRD","","","","PDGFRB","","novel","literature supported","UNCAT"
"1574","KRTAP4-12_PLSCR4","KRTAP4-12","keratin associated protein 4-12","PLSCR4","phospholipid scramblase 4","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"1575","L1CAM_CNTN1","L1CAM","L1 cell adhesion molecule","CNTN1","contactin 1","","","","HPRD","STRING.binding","","L1CAM","CNTN1","","novel","literature supported","UNCAT"
"1576","L1CAM_EGFR","L1CAM","L1 cell adhesion molecule","EGFR","epidermal growth factor receptor","","","","","STRING.binding","","L1CAM","EGFR","14718570","novel","literature supported","EGF"
"1577","L1CAM_EPHB2","L1CAM","L1 cell adhesion molecule","EPHB2","EPH receptor B2","","","","","STRING.binding","","L1CAM","EPHB2","","novel","putative","UNCAT"
"1578","L1CAM_ERBB2","L1CAM","L1 cell adhesion molecule","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","","STRING.binding","","L1CAM","ERBB2","22815787","novel","literature supported","UNCAT"
"1579","L1CAM_ERBB3","L1CAM","L1 cell adhesion molecule","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","","","","","STRING.binding","","L1CAM","ERBB3","22815787","novel","literature supported","UNCAT"
"1580","L1CAM_FGFR2","L1CAM","L1 cell adhesion molecule","FGFR2","fibroblast growth factor receptor 2","","","","","STRING.binding","","L1CAM","FGFR2","","novel","putative","FGF"
"1581","L1CAM_ITGA5","L1CAM","L1 cell adhesion molecule","ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","","","","HPRD","","","L1CAM","ITGA5","","novel","literature supported","UNCAT"
"1582","L1CAM_ITGAV","L1CAM","L1 cell adhesion molecule","ITGAV","integrin, alpha V","","","","HPRD","STRING.binding","","L1CAM","ITGAV","","novel","literature supported","UNCAT"
"1583","LACRT_SDC1","LACRT","lacritin","SDC1","syndecan 1","","","","HPRD","STRING.binding","","","SDC1","","novel","literature supported","UNCAT"
"1584","LAMA1_GPC1","LAMA1","laminin, alpha 1","GPC1","glypican 1","","","","","STRING.binding","","LAMA1","GPC1","","novel","putative","Laminins"
"1585","LAMA1_ITGA1","LAMA1","laminin, alpha 1","ITGA1","integrin, alpha 1","","","","HPRD","STRING.binding","","LAMA1","ITGA1","","novel","literature supported","Laminins"
"1586","LAMA1_ITGA2","LAMA1","laminin, alpha 1","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","","","","HPRD","STRING.binding","","LAMA1","ITGA2","","novel","literature supported","Laminins"
